year,h,sp,last_madm,avg_madm_school,avg_madm_sp,count_per_school_sp
2020,<b>Liceul Teoretic Ion Barbu</b><br/>Real/Liceal/Zi,<b>(315) Matematică-Informatică</b><br/>Limba română,9.2,8.87,8.915,1
2020,<b>Liceul Teoretic Ion Barbu</b><br/>Real/Liceal/Zi,<b>(316) Ştiinţe ale Naturii</b><br/>Limba română,9.1,8.87,9.1,1
2020,<b>Liceul Teoretic Ion Barbu</b><br/>Umanist/Liceal/Zi,<b>(317) Ştiinţe Sociale</b><br/>Limba română,9.03,8.735,8.86,1
2020,<b>Liceul Teoretic Jean Monnet</b><br/>Real/Liceal/Zi,<b>(129) Matematică-Informatică</b><br/>Limba română,9.24,8.9525,7.247058823529412,1
2020,<b>Liceul Teoretic Jean Monnet</b><br/>Real/Liceal/Zi,<b>(130) Ştiinţe ale Naturii</b><br/>Limba română,9.2,8.9525,6.618666666666667,1
2020,<b>Liceul Teoretic Jean Monnet</b><br/>Umanist/Liceal/Zi,<b>(131) Ştiinţe Sociale</b><br/>Limba română,9.09,8.815,7.192666666666667,1
2020,<b>Liceul Teoretic Marin Preda</b><br/>Real/Liceal/Zi,<b>(349) Matematică-Informatică</b><br/>Limba română,8.56,7.83,8.465,1
2020,<b>Liceul Teoretic Marin Preda</b><br/>Real/Liceal/Zi,<b>(350) Ştiinţe ale Naturii</b><br/>Limba română,8.49,7.83,8.52,1
2020,<b>Liceul Teoretic Marin Preda</b><br/>Umanist/Liceal/Zi,<b>(351) Filologie</b><br/>Limba română,8.41,7.7975,8.355,1
2020,<b>Liceul Teoretic Marin Preda</b><br/>Umanist/Liceal/Zi,<b>(352) Ştiinţe Sociale</b><br/>Limba română,8.39,7.7975,8.395,1
2020,<b>Liceul Teoretic Mikes Kelemen Sfântu Gheorghe</b><br/>Real/Liceal/Zi,<b>(138) Matematică-Informatică</b><br/>Limba maghiară,8.21,8.2725,8.21,1
2020,<b>Liceul Teoretic Mikes Kelemen Sfântu Gheorghe</b><br/>Real/Liceal/Zi,<b>(139) Ştiinţe ale Naturii</b><br/>Limba maghiară,8.49,8.2725,8.126666666666667,1
2020,<b>Liceul Teoretic Mikes Kelemen Sfântu Gheorghe</b><br/>Umanist/Liceal/Zi,<b>(137) Filologie</b><br/>Limba maghiară/Limba engleză,7.74,7.793333333333334,7.74,1
2020,<b>Liceul Teoretic Mikes Kelemen Sfântu Gheorghe</b><br/>Umanist/Liceal/Zi,<b>(140) Ştiinţe Sociale</b><br/>Limba maghiară,7.78,7.793333333333334,7.78,1
2020,<b>Liceul Teoretic Mircea Eliade Întorsura Buzăului</b><br/>Real/Liceal/Zi,<b>(142) Matematică-Informatică</b><br/>Limba română,8.46,7.906666666666667,6.952105263157895,1
2020,<b>Liceul Teoretic Mircea Eliade Întorsura Buzăului</b><br/>Real/Liceal/Zi,<b>(143) Ştiinţe ale Naturii</b><br/>Limba română,8.06,7.906666666666667,5.868461538461539,1
2020,<b>Liceul Teoretic Mircea Eliade Întorsura Buzăului</b><br/>Umanist/Liceal/Zi,<b>(141) Filologie</b><br/>Limba română,7.45,6.88,6.625,1
2020,<b>Liceul Teoretic Mircea Eliade Întorsura Buzăului</b><br/>Umanist/Liceal/Zi,<b>(144) Ştiinţe Sociale</b><br/>Limba română,6.64,6.88,6.6890909090909085,1
2020,<b>Liceul Teoretic Nagy Mózes Târgu Secuiesc</b><br/>Real/Liceal/Zi,<b>(146) Matematică-Informatică</b><br/>Limba maghiară,7.56,7.7025,7.51,2
2020,<b>Liceul Teoretic Nagy Mózes Târgu Secuiesc</b><br/>Real/Liceal/Zi,<b>(148) Ştiinţe ale Naturii</b><br/>Limba maghiară,8.03,7.7025,7.895,2
2020,<b>Liceul Teoretic Nagy Mózes Târgu Secuiesc</b><br/>Umanist/Liceal/Zi,<b>(145) Filologie</b><br/>Limba maghiară/Limba engleză,7.31,7.185,7.185,2
2020,<b>Liceul Teoretic Nichita Stănescu</b><br/>Real/Liceal/Zi,<b>(259) Matematică-Informatică</b><br/>Limba română,8.18,6.46,9.035,1
2020,<b>Liceul Teoretic Nichita Stănescu</b><br/>Umanist/Liceal/Zi,<b>(260) Ştiinţe Sociale</b><br/>Limba română,8.15,7.37,8.15,1
2020,<b>Liceul Teoretic Nicolae Iorga</b><br/>Real/Liceal/Zi,<b>(136) Matematică-Informatică</b><br/>Limba română,9.46,9.277142857142858,6.625263157894737,1
2020,<b>Liceul Teoretic Nicolae Iorga</b><br/>Real/Liceal/Zi,<b>(137) Matematică-Informatică</b><br/>Limba română/Limba engleză,9.49,9.277142857142858,9.23,1
2020,<b>Liceul Teoretic Nicolae Iorga</b><br/>Real/Liceal/Zi,<b>(138) Ştiinţe ale Naturii</b><br/>Limba română,9.4,9.277142857142858,6.563888888888889,2
2020,<b>Liceul Teoretic Nicolae Iorga</b><br/>Real/Liceal/Zi,<b>(139) Ştiinţe ale Naturii</b><br/>Limba română/Limba engleză,9.42,9.277142857142858,9.245000000000001,2
2020,<b>Liceul Teoretic Nicolae Iorga</b><br/>Umanist/Liceal/Zi,<b>(140) Filologie</b><br/>Limba română,9.25,9.065000000000001,6.113333333333333,2
2020,<b>Liceul Teoretic Nicolae Iorga</b><br/>Umanist/Liceal/Zi,<b>(141) Ştiinţe Sociale</b><br/>Limba română,9.3,9.065000000000001,8.074545454545454,2
2020,<b>Liceul Teoretic Tudor Vladimirescu</b><br/>Real/Liceal/Zi,<b>(353) Matematică-Informatică</b><br/>Limba română,9.0,8.5725,8.303333333333333,1
2020,<b>Liceul Teoretic Tudor Vladimirescu</b><br/>Real/Liceal/Zi,<b>(354) Ştiinţe ale Naturii</b><br/>Limba română,8.9,8.5725,8.21,1
2020,<b>Liceul Teoretic Tudor Vladimirescu</b><br/>Umanist/Liceal/Zi,<b>(355) Filologie</b><br/>Limba română,8.89,8.475,8.81,1
2020,<b>Liceul Teoretic Tudor Vladimirescu</b><br/>Umanist/Liceal/Zi,<b>(356) Ştiinţe Sociale</b><br/>Limba română,8.84,8.475,8.370000000000001,1
2020,<b>Liceul Teoretic Ștefan Odobleja</b><br/>Real/Liceal/Zi,<b>(322) Matematică-Informatică</b><br/>Limba română,8.83,8.27,8.24,1
2020,<b>Liceul Teoretic Ștefan Odobleja</b><br/>Real/Liceal/Zi,<b>(323) Ştiinţe ale Naturii</b><br/>Limba română,8.89,8.27,8.145,1
2020,<b>Liceul Teoretic Ștefan Odobleja</b><br/>Umanist/Liceal/Zi,<b>(324) Filologie</b><br/>Limba română,8.8,8.3975,8.15,1
2020,<b>Liceul Teoretic Ștefan Odobleja</b><br/>Umanist/Liceal/Zi,<b>(325) Ştiinţe Sociale</b><br/>Limba română,8.85,8.3975,8.85,1
2020,<b>Liceul Teoretic ”Ady Endre”</b><br/>Real/Liceal/Zi,<b>(208) Ştiinţe ale Naturii</b><br/>Limba maghiară,5.76,5.952500000000001,5.465,1
2020,<b>Liceul Teoretic ”C.A. Rosetti”</b><br/>Real/Liceal/Zi,<b>(216) Matematică-Informatică</b><br/>Limba română,9.13,8.901250000000001,7.583,1
2020,<b>Liceul Teoretic ”C.A. Rosetti”</b><br/>Real/Liceal/Zi,<b>(217) Ştiinţe ale Naturii</b><br/>Limba română,9.06,8.901250000000001,6.51,1
2020,<b>Liceul Teoretic ”C.A. Rosetti”</b><br/>Umanist/Liceal/Zi,<b>(218) Filologie</b><br/>Limba română,9.03,8.895,6.905,1
2020,<b>Liceul Teoretic ”Lucian Blaga”</b><br/>Real/Liceal/Zi,<b>(209) Matematică-Informatică</b><br/>Limba română,8.38,7.7425,8.173636363636364,1
2020,<b>Liceul Teoretic ”Lucian Blaga”</b><br/>Real/Liceal/Zi,<b>(210) Ştiinţe ale Naturii</b><br/>Limba română,8.19,7.7425,6.981428571428571,1
2020,<b>Liceul Teoretic ”Lucian Blaga”</b><br/>Umanist/Liceal/Zi,<b>(211) Filologie</b><br/>Limba română,8.22,7.86125,7.774285714285715,1
2020,<b>Liceul Teoretic ”Lucian Blaga”</b><br/>Umanist/Liceal/Zi,<b>(212) Ştiinţe Sociale</b><br/>Limba română,8.23,7.86125,7.7124999999999995,1
2020,<b>Liceul Teoretic ”Mihail Sadoveanu”</b><br/>Real/Liceal/Zi,<b>(213) Matematică-Informatică</b><br/>Limba română,8.55,8.0475,7.883,1
2020,<b>Liceul Teoretic ”Mihail Sadoveanu”</b><br/>Umanist/Liceal/Zi,<b>(214) Filologie</b><br/>Limba română,8.54,8.28375,7.088666666666667,1
2020,<b>Liceul Teoretic ”Mihail Sadoveanu”</b><br/>Umanist/Liceal/Zi,<b>(215) Ştiinţe Sociale</b><br/>Limba română,8.6,8.28375,7.717142857142858,1
2020,<b>Liceul Teoretic ”Traian”</b><br/>Real/Liceal/Zi,<b>(220) Matematică-Informatică</b><br/>Limba română,8.26,7.4325,8.37,1
2020,<b>Liceul Teoretic ”Traian”</b><br/>Real/Liceal/Zi,<b>(221) Ştiinţe ale Naturii</b><br/>Limba română,8.04,7.4325,6.99923076923077,1
2020,<b>Liceul Teoretic ”Traian”</b><br/>Umanist/Liceal/Zi,<b>(222) Filologie</b><br/>Limba română,8.08,7.6812499999999995,8.16,1
2020,<b>Liceul Teoretic ”Traian”</b><br/>Umanist/Liceal/Zi,<b>(223) Ştiinţe Sociale</b><br/>Limba română,8.08,7.6812499999999995,8.102857142857143,1
2020,<b>Liceul cu Program Sportiv Mircea Eliade</b><br/>Real/Liceal/Zi,<b>(380) Ştiinţe ale Naturii</b><br/>Limba română,8.17,7.22,8.120000000000001,1
2020,<b>Liceul cu Program Sportiv Mircea Eliade</b><br/>Umanist/Liceal/Zi,<b>(381) Ştiinţe Sociale</b><br/>Limba română,8.29,7.59,8.29,1
2020,<b>SEMINARUL TEOLOGIC LICEAL ORTODOX SF.IOAN IACOB DOROHOI</b><br/>Umanist/Liceal/Zi,<b>(177) Filologie</b><br/>Limba română/Limba engleză,3.92,4.42,3.92,1
2020,<b>SEMINARUL TEOLOGIC LICEAL SF. IOSIF MARTURISITORUL BAIA MARE</b><br/>Real/Liceal/Zi,<b>(195) Ştiinţe ale Naturii</b><br/>Limba română,6.37,6.359999999999999,6.7219999999999995,1
2020,<b>SEMINARUL TEOLOGIC ORTODOX CLUJ-NAPOCA</b><br/>Real/Liceal/Zi,<b>(232) Ştiinţe ale Naturii</b><br/>Limba română,8.96,8.57,6.734999999999999,1
2020,<b>SEMINARUL TEOLOGIC ORTODOX CLUJ-NAPOCA</b><br/>Umanist/Liceal/Zi,<b>(230) Filologie</b><br/>Limba română,8.75,8.1,7.2250000000000005,1
2020,"<b>SEMINARUL TEOLOGIC ORTODOX SF NICOLAE, MUN. RM. VALCEA</b><br/>Umanist/Liceal/Zi",<b>(174) Ştiinţe Sociale</b><br/>Limba română,7.85,7.5424999999999995,6.345,1
2020,"<b>SEMINARUL TEOLOGIC ORTODOX SF. IOAN GURĂ DE AUR, MUN. HUȘI</b><br/>Umanist/Liceal/Zi",<b>(182) Filologie</b><br/>Limba română,7.58,6.905,6.123333333333334,1
2020,<b>SEMINARUL TEOLOGIC ORTODOX SFANTUL SIMION STEFAN ALBA IULIA</b><br/>Umanist/Liceal/Zi,<b>(175) Filologie</b><br/>Limba română,8.43,8.365,6.143888888888889,1
2020,<b>SEMINARUL TEOLOGIC ORTODOX SFANTUL SIMION STEFAN ALBA IULIA</b><br/>Umanist/Liceal/Zi,<b>(177) Ştiinţe Sociale</b><br/>Limba română,8.85,8.365,6.102,1
2020,<b>SEMINARUL TEOLOGIC ORTODOX ”SF. IOAN GURĂ DE AUR” TÂRGOVIȘTE</b><br/>Umanist/Liceal/Zi,<b>(195) Filologie</b><br/>Limba română,6.66,5.7780000000000005,6.906999999999999,1
2020,<b>Școala Superioară Comercială Nicolae Kretzulescu</b><br/>Servicii/Liceal/Zi,<b>(264) Comerţ</b><br/>Limba română,8.72,8.37,8.72,1
2020,<b>Școala Superioară Comercială Nicolae Kretzulescu</b><br/>Servicii/Liceal/Zi,<b>(265) Economic</b><br/>Limba română,8.73,8.37,8.73,1
2020,<b>Școala Superioară Comercială Nicolae Kretzulescu</b><br/>Servicii/Liceal/Zi,<b>(266) Turism şi alimentaţie</b><br/>Limba română,8.83,8.37,8.83,1
2021,<b>COLEGIUL AGRICOL DANIIL POPOVICI BARCIANU SIBIU</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(106) Agricultură</b><br/>Limba română,5.87,7.04,6.734999999999999,2
2021,<b>COLEGIUL AGRICOL DANIIL POPOVICI BARCIANU SIBIU</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(108) Protecţia mediului</b><br/>Limba română,6.77,7.04,7.405,2
2021,<b>COLEGIUL AGRICOL DANIIL POPOVICI BARCIANU SIBIU</b><br/>Servicii/Liceal/Zi,<b>(107) Comerţ</b><br/>Limba română,6.97,7.515000000000001,6.481111111111111,2
2021,"<b>COLEGIUL AGRICOL DIMITRIE CANTEMIR, MUN. HUŞI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(101) Agricultură</b><br/>Limba română,4.3,4.918333333333333,4.69,2
2021,"<b>COLEGIUL AGRICOL DIMITRIE CANTEMIR, MUN. HUŞI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(103) Industrie alimentară</b><br/>Limba română,5.27,4.918333333333333,6.270714285714285,2
2021,"<b>COLEGIUL AGRICOL DIMITRIE CANTEMIR, MUN. HUŞI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(105) Protecţia mediului</b><br/>Limba română,3.88,4.918333333333333,4.711,2
2021,"<b>COLEGIUL AGRICOL DIMITRIE CANTEMIR, MUN. HUŞI</b><br/>Servicii/Liceal/Zi",<b>(102) Economic</b><br/>Limba română,6.32,6.695,6.929012345679013,2
2021,"<b>COLEGIUL AGRICOL DIMITRIE CANTEMIR, MUN. HUŞI</b><br/>Tehnic/Liceal/Zi",<b>(104) Mecanică</b><br/>Limba română,3.39,4.355,4.525,2
2021,<b>COLEGIUL AGRICOL TRAIAN SĂVULESCU TÎRGU MUREȘ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(102) Agricultură</b><br/>Limba română,3.55,4.704999999999999,4.109999999999999,1
2021,<b>COLEGIUL AGRICOL TRAIAN SĂVULESCU TÎRGU MUREȘ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(104) Industrie alimentară</b><br/>Limba română,3.94,4.704999999999999,4.13,1
2021,<b>COLEGIUL AGRICOL TRAIAN SĂVULESCU TÎRGU MUREȘ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(105) Protecţia mediului</b><br/>Limba română,4.51,4.704999999999999,4.711,1
2021,<b>COLEGIUL AGRICOL TRAIAN SĂVULESCU TÎRGU MUREȘ</b><br/>Servicii/Liceal/Zi,<b>(103) Economic</b><br/>Limba română,4.24,5.5,5.113333333333333,1
2021,"<b>COLEGIUL AGRICOL ŞI DE INDUSTRIE ALIMENTARĂ VASILE ADAMACHI, IAŞI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(101) Agricultură</b><br/>Limba română,6.08,6.568333333333334,4.69,2
2021,"<b>COLEGIUL AGRICOL ŞI DE INDUSTRIE ALIMENTARĂ VASILE ADAMACHI, IAŞI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(102) Industrie alimentară</b><br/>Limba română,6.48,6.568333333333334,4.0200000000000005,1
2021,"<b>COLEGIUL AGRICOL ŞI DE INDUSTRIE ALIMENTARĂ VASILE ADAMACHI, IAŞI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(103) Protecţia mediului</b><br/>Limba română,6.2,6.568333333333334,6.2,1
2021,<b>COLEGIUL ALEXANDRU CEL BUN GURA HUMORULUI</b><br/>Real/Liceal/Zi,<b>(104) Matematică-Informatică</b><br/>Limba română,6.52,7.5975,7.747037037037038,1
2021,<b>COLEGIUL ALEXANDRU CEL BUN GURA HUMORULUI</b><br/>Real/Liceal/Zi,<b>(108) Ştiinţe ale Naturii</b><br/>Limba română,7.55,7.5975,8.57,1
2021,<b>COLEGIUL ALEXANDRU CEL BUN GURA HUMORULUI</b><br/>Servicii/Liceal/Zi,<b>(101) Economic</b><br/>Limba română,6.84,5.760000000000001,6.257777777777778,2
2021,<b>COLEGIUL ALEXANDRU CEL BUN GURA HUMORULUI</b><br/>Servicii/Liceal/Zi,<b>(106) Turism şi alimentaţie</b><br/>Limba polonă,4.93,5.760000000000001,4.93,1
2021,<b>COLEGIUL ALEXANDRU CEL BUN GURA HUMORULUI</b><br/>Servicii/Liceal/Zi,<b>(107) Turism şi alimentaţie</b><br/>Limba română,6.3,5.760000000000001,6.352222222222222,1
2021,<b>COLEGIUL ALEXANDRU CEL BUN GURA HUMORULUI</b><br/>Tehnic/Liceal/Zi,<b>(103) Industrie textilă şi pielărie</b><br/>Limba română,5.77,4.954,5.77,1
2021,<b>COLEGIUL ALEXANDRU CEL BUN GURA HUMORULUI</b><br/>Tehnic/Liceal/Zi,<b>(105) Mecanică</b><br/>Limba română,5.77,4.954,4.2425,1
2021,<b>COLEGIUL ALEXANDRU CEL BUN GURA HUMORULUI</b><br/>Umanist/Liceal/Zi,<b>(102) Filologie</b><br/>Limba română,7.45,7.5275,7.802499999999999,1
2021,<b>COLEGIUL ALEXANDRU CEL BUN GURA HUMORULUI</b><br/>Umanist/Liceal/Zi,<b>(109) Ştiinţe Sociale</b><br/>Limba română,7.8,7.5275,7.783157894736842,1
2021,<b>COLEGIUL ANDRONIC MOTRESCU RĂDĂUȚI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(110) Agricultură</b><br/>Limba română,5.91,5.881666666666667,3.9177777777777774,1
2021,<b>COLEGIUL ANDRONIC MOTRESCU RĂDĂUȚI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(112) Industrie alimentară</b><br/>Limba română,6.17,5.881666666666667,6.17,1
2021,<b>COLEGIUL ANDRONIC MOTRESCU RĂDĂUȚI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(113) Protecţia mediului</b><br/>Limba română,5.73,5.881666666666667,5.73,1
2021,<b>COLEGIUL ANDRONIC MOTRESCU RĂDĂUȚI</b><br/>Servicii/Liceal/Zi,<b>(111) Economic</b><br/>Limba română,7.34,6.38,6.7907692307692304,1
2021,<b>COLEGIUL ANDRONIC MOTRESCU RĂDĂUȚI</b><br/>Servicii/Liceal/Zi,<b>(114) Turism şi alimentaţie</b><br/>Limba română,5.75,6.38,5.52,1
2021,<b>COLEGIUL ANDRONIC MOTRESCU RĂDĂUȚI</b><br/>Umanist/Liceal/Zi,<b>(115) Ştiinţe Sociale</b><br/>Limba română,7.38,7.52,8.124782608695652,1
2021,<b>COLEGIUL AUTO TRAIAN VUIA TG-JIU</b><br/>Servicii/Liceal/Zi,<b>(105) Turism şi alimentaţie</b><br/>Limba română,5.31,5.32,6.205,2
2021,<b>COLEGIUL AUTO TRAIAN VUIA TG-JIU</b><br/>Tehnic/Liceal/Zi,<b>(104) Mecanică</b><br/>Limba română,5.48,5.29,4.525,2
2021,<b>COLEGIUL COMERCIAL ’CAROL I’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,7.85,8.022,6.749577464788732,5
2021,<b>COLEGIUL COMERCIAL ’CAROL I’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,7.89,8.022,6.929012345679013,5
2021,<b>COLEGIUL COMERCIAL ’CAROL I’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,7.72,8.022,6.84820895522388,5
2021,<b>COLEGIUL COMERCIAL ’CAROL I’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(104) Turism şi alimentaţie</b><br/>Limba română/Limba engleză,7.84,8.022,8.045,2
2021,"<b>COLEGIUL DE INDUSTRIE ALIMENTARA ELENA DOAMNA, LOCALITATEA GALATI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(101) Industrie alimentară</b><br/>Limba română,4.03,4.380000000000001,3.515,2
2021,"<b>COLEGIUL DE INDUSTRIE ALIMENTARA ELENA DOAMNA, LOCALITATEA GALATI</b><br/>Servicii/Liceal/Zi",<b>(102) Turism şi alimentaţie</b><br/>Limba română,6.19,6.7,5.8968181818181815,2
2021,<b>COLEGIUL DE SERVICII ÎN TURISM NAPOCA CLUJ-NAPOCA</b><br/>Servicii/Liceal/Zi,<b>(106) Turism şi alimentaţie</b><br/>Limba română,5.68,6.494999999999999,6.043684210526315,1
2021,<b>COLEGIUL DOBROGEAN SPIRU HARET TULCEA</b><br/>Real/Liceal/Zi,<b>(102) Matematică-Informatică</b><br/>Limba română,8.13,8.4475,8.259512195121951,2
2021,<b>COLEGIUL DOBROGEAN SPIRU HARET TULCEA</b><br/>Real/Liceal/Zi,<b>(103) Ştiinţe ale Naturii</b><br/>Limba română,7.84,8.4475,8.293947368421053,2
2021,<b>COLEGIUL DOBROGEAN SPIRU HARET TULCEA</b><br/>Umanist/Liceal/Zi,<b>(101) Filologie</b><br/>Limba română,7.63,8.105,7.8546000000000005,2
2021,<b>COLEGIUL DOBROGEAN SPIRU HARET TULCEA</b><br/>Umanist/Liceal/Zi,<b>(104) Ştiinţe Sociale</b><br/>Limba română,7.89,8.105,7.712857142857143,2
2021,"<b>COLEGIUL ECONOMIC ADMINISTRATIV, IAŞI</b><br/>Servicii/Liceal/Zi",<b>(104) Comerţ</b><br/>Limba română,8.01,8.129999999999999,7.364,2
2021,"<b>COLEGIUL ECONOMIC ADMINISTRATIV, IAŞI</b><br/>Servicii/Liceal/Zi",<b>(105) Economic</b><br/>Limba română,7.65,8.129999999999999,6.223684210526316,2
2021,<b>COLEGIUL ECONOMIC AL BANATULUI MONTAN REŞIŢA</b><br/>Servicii/Liceal/Zi,<b>(101) Economic</b><br/>Limba română,3.58,4.1899999999999995,6.257777777777778,4
2021,<b>COLEGIUL ECONOMIC AL BANATULUI MONTAN REŞIŢA</b><br/>Servicii/Liceal/Zi,<b>(102) Turism şi alimentaţie</b><br/>Limba română,4.29,4.1899999999999995,5.8968181818181815,2
2021,"<b>COLEGIUL ECONOMIC ANGHEL RUGINĂ, MUN. VASLUI</b><br/>Real/Liceal/Zi",<b>(108) Matematică-Informatică</b><br/>Limba română,7.04,7.4225,8.292857142857143,2
2021,"<b>COLEGIUL ECONOMIC ANGHEL RUGINĂ, MUN. VASLUI</b><br/>Real/Liceal/Zi",<b>(110) Ştiinţe ale Naturii</b><br/>Limba română,7.04,7.4225,7.5824,2
2021,"<b>COLEGIUL ECONOMIC ANGHEL RUGINĂ, MUN. VASLUI</b><br/>Servicii/Liceal/Zi",<b>(106) Comerţ</b><br/>Limba română,5.64,6.510000000000001,7.215000000000001,2
2021,"<b>COLEGIUL ECONOMIC ANGHEL RUGINĂ, MUN. VASLUI</b><br/>Servicii/Liceal/Zi",<b>(107) Economic</b><br/>Limba română,5.85,6.510000000000001,7.4719999999999995,2
2021,"<b>COLEGIUL ECONOMIC ANGHEL RUGINĂ, MUN. VASLUI</b><br/>Servicii/Liceal/Zi",<b>(109) Turism şi alimentaţie</b><br/>Limba română,6.33,6.510000000000001,7.222307692307693,2
2021,"<b>COLEGIUL ECONOMIC ANGHEL RUGINĂ, MUN. VASLUI</b><br/>Umanist/Liceal/Zi",<b>(111) Ştiinţe Sociale</b><br/>Limba română,7.49,7.74,7.173333333333333,2
2021,<b>COLEGIUL ECONOMIC ARAD</b><br/>Servicii/Liceal/Zi,<b>(109) Comerţ</b><br/>Limba română,6.39,7.0425,7.0275,1
2021,<b>COLEGIUL ECONOMIC ARAD</b><br/>Servicii/Liceal/Zi,<b>(110) Economic</b><br/>Limba română,6.5,7.0425,6.946,1
2021,<b>COLEGIUL ECONOMIC ARAD</b><br/>Servicii/Liceal/Zi,<b>(111) Turism şi alimentaţie</b><br/>Limba română,6.38,7.0425,6.918333333333333,1
2021,<b>COLEGIUL ECONOMIC CALARASI</b><br/>Real/Liceal/Zi,<b>(103) Matematică-Informatică</b><br/>Limba română,5.2,5.2,8.515757575757576,1
2021,<b>COLEGIUL ECONOMIC CALARASI</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,3.45,4.051111111111111,6.749577464788732,1
2021,<b>COLEGIUL ECONOMIC CALARASI</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,4.25,4.051111111111111,6.929012345679013,1
2021,<b>COLEGIUL ECONOMIC CALARASI</b><br/>Servicii/Liceal/Zi,<b>(104) Turism şi alimentaţie</b><br/>Limba română,4.47,4.051111111111111,6.991,1
2021,<b>COLEGIUL ECONOMIC DELTA DUNĂRII TULCEA</b><br/>Servicii/Liceal/Zi,<b>(105) Comerţ</b><br/>Limba română,6.44,6.926666666666667,7.2125,2
2021,<b>COLEGIUL ECONOMIC DELTA DUNĂRII TULCEA</b><br/>Servicii/Liceal/Zi,<b>(106) Economic</b><br/>Limba română,7.02,6.926666666666667,6.681666666666666,2
2021,<b>COLEGIUL ECONOMIC DELTA DUNĂRII TULCEA</b><br/>Servicii/Liceal/Zi,<b>(107) Turism şi alimentaţie</b><br/>Limba română,6.31,6.926666666666667,6.352222222222222,2
2021,<b>COLEGIUL ECONOMIC DIMITRIE CANTEMIR SUCEAVA</b><br/>Servicii/Liceal/Zi,<b>(120) Comerţ</b><br/>Limba română,7.39,7.448333333333333,4.72,1
2021,<b>COLEGIUL ECONOMIC DIMITRIE CANTEMIR SUCEAVA</b><br/>Servicii/Liceal/Zi,<b>(121) Economic</b><br/>Limba română,7.14,7.448333333333333,4.086666666666667,1
2021,<b>COLEGIUL ECONOMIC DIMITRIE CANTEMIR SUCEAVA</b><br/>Servicii/Liceal/Zi,<b>(122) Turism şi alimentaţie</b><br/>Limba română,6.92,7.448333333333333,6.808333333333334,1
2021,<b>COLEGIUL ECONOMIC DIONISIE POP MARTIAN ALBA IULIA</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,7.79,8.368333333333334,6.749577464788732,2
2021,<b>COLEGIUL ECONOMIC DIONISIE POP MARTIAN ALBA IULIA</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,8.91,8.368333333333334,6.929012345679013,2
2021,<b>COLEGIUL ECONOMIC DIONISIE POP MARTIAN ALBA IULIA</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,7.91,8.368333333333334,6.84820895522388,2
2021,<b>COLEGIUL ECONOMIC EMANUIL GOJDU HUNEDOARA</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română,5.79,6.6499999999999995,6.749577464788732,2
2021,<b>COLEGIUL ECONOMIC EMANUIL GOJDU HUNEDOARA</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română,5.94,6.6499999999999995,6.929012345679013,2
2021,<b>COLEGIUL ECONOMIC EMANUIL GOJDU HUNEDOARA</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română,6.52,6.6499999999999995,6.84820895522388,2
2021,<b>COLEGIUL ECONOMIC FRANCESCO SAVERIO NITTI TIMIȘOARA</b><br/>Servicii/Liceal/Zi,<b>(101) Economic</b><br/>Limba română,7.34,7.01,6.257777777777778,1
2021,<b>COLEGIUL ECONOMIC FRANCESCO SAVERIO NITTI TIMIȘOARA</b><br/>Servicii/Liceal/Zi,<b>(102) Turism şi alimentaţie</b><br/>Limba română,6.68,7.01,5.8968181818181815,1
